address,company_name,ed,name,position,salary,url
武汉市 洪山区 光谷新发展国际中心A座 16楼,武汉编程猫科技有限公司,武汉.经验不限.本科.TutorABC.·.武汉.小码教育.·.武汉.赫泽教育.·.武汉.啊哈编程.·.武汉.掌门1对1.·.武汉.6-10K.火花思维.·.武汉.7-10K.更生行.·.武汉.6-10K.卡巴Kabba教育.·.武汉,"少儿编程老师（C,Java,python,Scratch等）","出勤时间：（早班）9:00-18:00；;         （晚班）14:00-21:00；;          周末（全班）9:00-21:00。;休息时间：周内工作日双休;教育对象：4-17岁小朋友;作为少儿编程这个新兴领域的头号种子选手，正在光速成长的我们，正是优秀的你加入的最好时机。;我们能给你什么？欢脱的小伙伴，小朋友都稀饭的产品，大牛带你飞，一边上班一边撸猫，加班的内容居然是打游戏和看动漫！;游戏化管理，no fun go die,逢节必过;编程猫给你无限横纵向发展机会，只要你愿意，只要你肯学;我们可能是你们见过最重视你们想法的一个公司！;我们是编程猫，我们要把教育做成游戏。;我们发展很快，等你来建功立业！;我们需要你：;1、你需要用通俗易懂，赋有感染力的语言指导小朋友在编程的世界遨游（主要针对4-17岁的小朋友）;2、线下之余，你要进行教案的编写;3、针对小朋友的基本情况，进行个性化的课程讲授;4、你还需要撰写培养方案，以及及时给予课堂反馈，让每位小朋友都知道自己的学习成果;5.指导学生们开发制作有趣的软硬件创新项目。;6.当然最重要的是关爱小朋友的身心健康成长，帮助学生树立健康积极的学习心态和良好的生活习惯哦;7.你能够积极协助教研、技术等部门不断优化和完善课程质量和体验。;我们希望你：;1.一本或以上本科学历（主要是计算机类专业优先考虑，有编程语言基础（c , java, Python,Scratch等）），如二本学历需是相关专业：计算机相关专业、师范类、教育技术学;2.有教育行业相关从业背景更好;3.性格外向开朗，善于沟通，有耐心、责任心，较强文字功底或数据处理分析能力;4.热爱教育，喜欢小朋友，有极强的亲和力和耐心;5.敢于承担责任，目标感强，有志于在少儿编程教育行业长远发展;6.我们需要一个“有趣的”灵魂，需要你对新鲜事物有无限的好奇，对生活工作有无穷的热爱，对自我成长有不断的追求;我们能给你：;1.行业内领先的薪酬;2.双休；;3.五险一金；;4.超长春节放假时间；;5.部门奖金、团队奖金、个人奖金；;6.个人（光速）成长；;7.团队建设；;8.公司美食；;9.高大尚的办公环境；;10.超nice的领导；;11.最后就是 贡菊绿茶小仙胖虎山竹……五大猫旦了解一下？;工作地址：武汉市光谷新发展国际中心A座16楼;简历投递：*****                            ;                                                编程猫（Codemao）是中国知名青少年编程教育品牌，本着“无趣味，不编程”的教育理念，为全球青少年研发了图形化编程平台及系列编程课。通过学习，孩子们可以创作出充满奇思妙想的学科游戏、应用、动画、互动故事等作品，全方位锻炼逻辑思维能力、任务拆解能力、跨学科结合能力、审美能力和",8000-13000元,https://www.zhipin.com//job_detail/3907123937008eca0nd83d64EVA~.html
武汉江夏区华为武汉研究所,华为技术有限公司,武汉.在校/应届.硕士.凌安科技.·.武汉.上海联影医疗.·.武汉.武汉睿智视讯科技.·.武汉.北京驰诺佳.·.武汉.海岸跃动.·.武汉.15-20K.容联云通讯.·.武汉.12-24K.绿盟科技.·.武汉.15-30K.大视景.·.武汉,java/c++/js/python,岗位职责：;1、负责现有代码架构的整改，解决产品网络安全关键问题；;2、承担多个模块（含重要模块）或子系统的软件需求分析、模块的构造设计、代码编写、单元测试、集成测试、静态检查、问题定位等工作；;3、参与云化领域软件系统核心模块的技术竞争力构建，架构设计，跟踪分析业界发展趋势，完成技术竞争力识别、标杆分析和指标设定；;4、负责改进软件产品的性能、可扩展性、稳定性及安全性，负责关键技术的提前验证，消除版本落地的技术风险；;专业知识：;1、网络通讯基本知识；;2、具备分布式数据库、高并发、微服务、云计算、公有云、私有云和分布调度等经验者优先；;3、具备服务化/微服务产品开发设计经验；具备分布式系统的开发设计经验优先。;业务技能：;1、精通Java/JS/C++/Python等主流开发语言的一种；;2、掌握常见的数据结构及算法，了解面向对象的设计原则和设计模式，对代码质量、网络安全有一定理解；;3、精通多线程编程，熟悉分布式、缓存、消息队列等机制；;4、有关键独立模块设计、开发和维护经验；有微服务开发经验优先；;5、有重构经历，了解重构的基本步骤；                            ;                                                华为在IP领域有着超过20年的专业积累，我们致力于打造差异化的创新产品，持续将5G、云、AI等数字技术创新运用于IP技术中，构建无处不在的极致联接体验，助力用户加速迈入万物互联的智能世界。;市场份额持续领先：我们在全球150个国家拥有数万家渠道和合作伙伴，拥有500亿市场空间，5年内净增百亿，实现,15000-30000元,https://www.zhipin.com//job_detail/3338cafd846ac46d0HR-29y5ElA~.html
武汉市 洪山区 光谷软件园,积善科技（北京）有限公司,武汉.5-10年.本科.北京博超软件.·.武汉.时光小屋.·.武汉.武汉安天.·.武汉.速云星博.·.武汉.数字政通武汉分公司.·.武汉.15-30K.31会议.·.武汉.15-30K.亚鸿世纪.·.武汉.15-20K.宇轩网络.·.武汉,高级Python工程师,"我们是一家专注SaaS服务的技术型公司，崇尚小而美的团队，有自由愉快的办公氛围，寻找一位热爱技术的高级工程师加入，短期可获得期权和分红激励，长期有机会成为公司合伙人。;【工作职责】;1. 负责公司相关业务功能开发；;2. 参与产品规划和技术架构设计；;3. 现有产品的升级维护, 包括性能优化、功能改进及技术支持；;4. 日常技术分享，设计文档、技术文档的编写等。;【任职资格】;1. 计算机专业本科及以上学历，不低于5年的开发经验；;2. 热爱编程，精通Python，对代码质量有高追求；;3. 熟悉分布式、高性能Web服务的开发，有一定的系统架构设计能力；;4. 能够独立完成需求分析、设计、程序框架搭建等工作；;5. 对常用的 Web 框架（Django/Flask）有深入的理解和经验，最好阅读过源代码；;6. 熟悉数据库（Mysql、Mongodb、Redis）的使用，了解基本的设计、优化原则；;7. 对Linux系统非常熟悉，能编写shell脚本；;8. 具备一定的持续测试、集成、部署实践经验；;9. 具备良好的沟通和强烈的责任心，善于学习，对解决具有挑战性问题充满激情。                            ;氛围好，对技术有执着追求，专注、小而美的团队。;                                                积善科技是专业的网络代理SaaS服务商，致力于在大数据时代为企业的大数据采集赋能。;公司旗下产品快代理（kuaidaili.com）始于2013年，专注于代理服务器领域，为企业和开发者提供高质量的代理云服务。自创立以来，服务了700+互联网公司和20000+开发者，客户包括小米、腾讯、阿里巴巴、华",15000-25000元,https://www.zhipin.com//job_detail/bba931cf0706f7000XVz2t68FFs~.html
武汉市 洪山区 光谷软件园4期 E2栋1002,浙江力太科技有限公司,武汉.1-3年.本科.武汉安天.·.武汉.辰安科技武汉分公司.·.武汉.唯理科技.·.武汉.计算机技术以及应用所.·.武汉.卡巴Kabba教育.·.武汉.8-9K.阿兰诺.·.武汉.7-12K.遇见科技.·.武汉.10-20K.绿盟科技.·.武汉,python工程师,职位描述：;1、熟练掌握python语言，会使用java、C/C++、golang中的一种或多种语言;2、熟悉flask、django、tornado中的一种或多种框架;3、熟练使用linux，熟悉linux的常用命令和配置;4、熟悉常用的设计模式，熟悉微服务架构;5、熟悉常见关系数据库和非关系数据库;6、擅长使用开源项目，做过选型研究，阅读过一个或多个经典开源项目的源代码;7、了解前端技术，特别是前端工程化和组件化开发技术，熟悉vue技术栈优先;8、了解分布式系统，有分布式系统的开发经验;9、英文文档阅读能力，团队开放有进取心，追求完美与卓越;10、本科及以上学历，硕士、211、985学校毕业生优先考虑。;最后，对于代码牛人，以上条件都不是硬性条件。                            ;                                                浙江力太工业互联网有限公司（以下简称“力太互联”）成立于2007年，总部位于杭州国际级高新技术开发区（滨江），是一家基于工厂物联网，专业从事智能制造研究、开发和应用的公司。经过十多年的风雨征程，力太互联已经跻身为华东地区工业互联网与智能制造领域的领头羊，先后被评为浙江省信息工,11000-20000元,https://www.zhipin.com//job_detail/cf3d6d00c73941761nN_2ty_F1E~.html
武汉洪山区童程童美(街道口中心)武昌区街道口银泰创意城,北京童程童美科技有限公司,武汉.1年以内.本科.啊哈编程.·.武汉.傲梦网络科技.·.武汉.更生行.·.武汉.启之语少儿口才.·.武汉.火花思维.·.武汉.6-10K.小循环软件.·.武汉.7-12K.武汉长颈鹿美语.·.武汉.5-8K.猿习信息科技.·.武汉,Python讲师/少儿编程老师/双休,岗位职责：;1、负责组织学生上课，讲授少儿的兴趣编程课程；;2、负责与学员进行沟通、交流，全面了解学员的需求，解答学员的疑惑；;3、承担课程的辅导、答疑、批改作业、组织课程讨论等教学环节工作；;4、组织学生测评，并及时评定学生成绩，做好成绩分析工作；;5、配合并完成班主任和其他人员的相关工作；;任职要求：;1、统招本科及以上学历，计算机相关专业或参加过IT培训的人员优先；;2、熟悉python语言、Java语言、JavaScript语言、PHP语言、C#语言中的任意一门语言；;3、普通话标准，表达清晰有条理；;4、优秀应届生亦可；;工作地点可协调：;武昌街道口赛博珞珈胡同3层童程童美;汉口江岸区大智路地铁长青广场3层童程童美;汉口常青花园地铁汇合城2楼童程童美;汉阳王家湾人信汇B区二楼童程童美                            ;童程童美，专注于中国6-18岁青少年STEAM创客教育的品牌。依托集团15年积累的互联网教育经验和百余名IT精英教研团队优势，经过多年，研发出针对中国儿童的STEAM创客教育体系。作为全国化运营品牌，目前学习中心已经遍及北京、上海、武汉等20多个城市，课程流动课堂走进了全国120多所中小学公立校。;                                                【童程童美】专注于中国6-18岁青少年STEAM创客教育的先锋品牌。;依托集团15年积累的互联网教育经验和百余名IT精英教研团队，历经数年时间，研发出针对中国青少年儿童的STEAM创客教育体系。形成了以少儿编程、智能机器人编程和编程数学等课程体系为核心，集国内外大型权威科技赛事、微软少儿国际考试认,7000-8000元,https://www.zhipin.com//job_detail/44117e836352c82b1Xx72tm-EFI~.html
武汉江夏区华为武汉研究所,华为技术有限公司,武汉.1-3年.本科.阿里巴巴集团.·.武汉.平安普惠.·.武汉.武汉众智鸿图.·.武汉.多点Dmall.·.武汉.天诚众智.·.武汉.15-29K.天猫.·.武汉.14-28K.华为.·.武汉.15-20K.旷视MEGVII.·.武汉,华为od招聘：java python后台,后台开发：地点不限，有研究所均可; ;1、至少熟悉一种后台开发语言(Java、Python)。精通面向对象分析和设计，并能熟练运用建模工具进行设计工作，且能够指导初中级人员进行开发和设计工作。;2、熟悉java主流框架，如SpringCloud，SpringBoot等，具备数据结构设计经验，熟悉数据库性能优化相关内容。熟悉微服务框架以及应用，有分布式系统的设计和开发经验优先。;3、有前端开发经验，熟悉Angular2+，Vue等前端框架优先；;4、熟练使用MySQL、MongoDB等一种或以上主流数据库，有云服务开发部署运维经验优先，熟悉Hadoop、Spark等大数据平台开源软件者优先，有数据分析经验优先。;5、具有良好的沟通能力，刻苦、敬业、有上进心，有良好的团队合作精神。对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力。                            ;                                                http://www.huawei.com/,17000-30000元,https://www.zhipin.com//job_detail/8f30e09a0ca093810XN83t69EVM~.html
武汉市 江汉区 江汉区,上海傲梦网络科技有限公司,武汉.经验不限.本科.计算机技术以及应用所.·.武汉.尚德机构.·.武汉.唯理科技.·.武汉.武汉好孕妈妈.·.武汉.湖北优梯.·.武汉.6-8K.颜文外校.·.武汉.6-8K.天琥教育培训有限公司.·.武汉.4-5K.腾亚科技.·.武汉,Python讲师,【工作职责】：;1. 根据学员情况，制定学员个性化教案；;2. 按照公司要求，进行“在线1对1 ”授课；;3. 定期汇报备课情况和教学进度，积极反馈学员上课情况。;【任职要求】：;1. 全日制本科以上学历，计算机或教育相关专业，985、211院校优先，有教师资格证的优先；;2. 工作经验一年以上，有教育、培训、互联网行业、机器人、STEAM、K12、少儿编程教育工作经验优先；;3. 具备抽象编程语言能力，至少掌握一门编程语言，如Ｃ++、Ｃ语言、JAVA、Python、C#等，熟悉Python优先；;4. 形象气质佳、普通话标准，有责任心，有亲和力，热爱教育事业、喜欢与小朋友沟通，有良好的沟通能力。                            ;                                                傲梦网络科技（傲梦编程），创办于2014年，总部位于上海市长宁区淞虹路，是国内青少儿编程机构中的头部公司，也是青少儿编程教育这个互联网教育行业新风口的先行者。傲梦编程专注于在人工智能时代为中国和世界培养具备信息素养的新型人才，以“让每个少年都拥有改变世界的能力”为使命，为全国,5000-10000元,https://www.zhipin.com//job_detail/dbd2207c281493041HB609W7FVA~.html
武汉市 江夏区 武大科技园航域2区A2栋 1210,康博嘉信息科技（北京）股份有限公司武汉分公司,武汉.经验不限.本科.中移全通.·.武汉.四通信服.·.武汉.武汉掌中宝.·.武汉.航盛电子.·.武汉.海虹嘉诚.·.武汉.5-7K.纬创软件.·.武汉.11-22K.无垠智探.·.武汉.5-7K.康博嘉.·.武汉,python工程师,岗位职责：;1. 基于Python编程语言及相关框架进行产品研发。;2. 实施项目技术支持；;岗位要求：;1. 熟练掌握Python编程语言，或有Java， C++，Go等编程语言经验；;2. 掌握至少一个Python相关Web框架，例如Django， Flask等；;2.  熟悉常用数据库操作（如：Mysql，Postgresql或Oracle等)，熟练掌握SQL语句和相关设计模式；;3. 熟练使用git版本管理工具；;4. 熟悉Linux服务器常规操作及命令；;5.习惯查阅英文资料，如各类官方文档，各类开源代码等；;6. 良好的沟通能力和抗压能力，有团队合作精神;;加分项：前端技术、Odoo框架、Docker容器，数据挖掘、人工智能，产品研发经验，医疗/医院行业信息化经验。;（备注：可接受实习）                            ;                                                2005年由新加坡Alogo基金在中国成立，致力于新加坡与中国的医疗信息化服务，目前在私立高端医疗信息化属于第一品牌。为包括新世纪医疗、爱尔眼科、中信医疗、泰和诚医疗、德达医疗、美华医疗集团、哥伦比亚医疗集团等上百家中国最优秀的私立高端医疗机构提供信息化服务。2017年为包括恒大集团、万达集团、碧桂,5000-7000元,https://www.zhipin.com//job_detail/cb26fefd297befb11nB72Ni-E1Y~.html
武汉市 洪山区 光谷广场,武汉卡巴教育咨询有限公司,武汉.1-3年.本科.北舞美绘.·.武汉.猿习信息科技.·.武汉.掌门1对1.·.武汉.乐博乐博科技.·.武汉.摩尔天空.·.武汉.7-12K.启慧众智.·.武汉.10-15K.千手数位科技.·.武汉.6-11K.阿基里斯文化传播.·.武汉,Python少儿编程老师,【岗位职责】;1、负责青少儿编程课程的讲授；;2、负责参与青少儿编程课程的研发和设计工作；;3、根据学员情况，制定学员个性化教案；;4、负责python专题课程、竞赛课程的研发与设计等；；;5、负责参与公司教学研讨及培训相关工作。;【任职要求】;1、统招本科及以上学历，数学、物理学、计算机等理工类专业；;2、熟悉C语言或者java、python，有数学功底和逻辑思维能力；;3、愿意投身于教育事业，富有创造力与创新意识；;4、有机器人、steam、创客教育等教学经验者优先。                            ;卡巴，旨在为3-16岁青少儿提供科技教育，目前在北京、上海、深圳、武汉、郑州、合肥、长春、长沙、银川、洛阳、绵阳等，数十座城市，100多家校区，1000多名员工，100000多名会员。作为中国青少儿科技启蒙教育的先行者，卡巴致力于青少儿科技教育事业，帮助孩子在快乐中成长。;                                                【公司介绍】;卡巴KABBA，中国青少儿科技教育领导品牌。;旨在为3-16岁青少儿提供科技教育，目前在北京、上海、深圳、武汉、郑州、合肥、长春、长沙、银川、洛阳、成都等数十座城市，百余家中心，数万名会员。作为中国青少儿科技启蒙教育的先行者，卡巴致力于青少儿科技教育事业，帮助孩子在快乐中成长。;卡巴教,8000-10000元,https://www.zhipin.com//job_detail/e0d755395233bbd60Hd82ti7GFE~.html
武汉市 江夏区 华为武汉研究所新基地A区,华为技术有限公司,武汉.经验不限.本科.华为.·.武汉.亚鸿世纪.·.武汉.贵仁科技.·.武汉.金鹏.·.武汉.一一万物.·.武汉.20-40K.菜鸟网络.·.武汉.15-30K.华新技管.·.武汉.13-26K.多点Dmall.·.武汉,高级软件开发工程师java/Python/大数据,1、熟练熟悉Java/C/C++/Ruby/JavaScript/TCL 中的任意一种语言； ;2、了解网络知识、Linux配置和Shell使用； ;3、了解常用的软件架构模式、基本的编程编译工具； ;4、独立承担过10K以上模块开发、维护工作，并能独立承担2K规模子系统和模块开发设计工作；;5、具有良好的沟通能力，对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力。                            ;                                                华为在IP领域有着超过20年的专业积累，我们致力于打造差异化的创新产品，持续将5G、云、AI等数字技术创新运用于IP技术中，构建无处不在的极致联接体验，助力用户加速迈入万物互联的智能世界。;市场份额持续领先：我们在全球150个国家拥有数万家渠道和合作伙伴，拥有500亿市场空间，5年内净增百亿，实现,15000-22000元,https://www.zhipin.com//job_detail/89c791fb9cb724200HZ72Nm6FVU~.html
